icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,E08,E083593,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E08,E083599,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E08,E0836,dm,Diabetes mellitus due to underlying condition with diabetic cataract
DIAG-ICD10,E08,E0837X1,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye"
DIAG-ICD10,E08,E0837X2,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye"
DIAG-ICD10,E08,E0837X3,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral"
DIAG-ICD10,E08,E0837X9,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye"
DIAG-ICD10,E08,E0839,dm,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
DIAG-ICD10,E08,E0840,dm,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
DIAG-ICD10,E08,E0841,dm,Diabetes mellitus due to underlying condition with diabetic mononeuropathy
DIAG-ICD10,E08,E0842,dm,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
DIAG-ICD10,E08,E0843,dm,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
DIAG-ICD10,E08,E0844,dm,Diabetes mellitus due to underlying condition with diabetic amyotrophy
DIAG-ICD10,E08,E0849,dm,Diabetes mellitus due to underlying condition with other diabetic neurological complication
DIAG-ICD10,E08,E0851,dm,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
DIAG-ICD10,E08,E0852,dm,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
DIAG-ICD10,E08,E0859,dm,Diabetes mellitus due to underlying condition with other circulatory complications
DIAG-ICD10,E08,E08610,dm,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
DIAG-ICD10,E08,E08618,dm,Diabetes mellitus due to underlying condition with other diabetic arthropathy
DIAG-ICD10,E08,E08620,dm,Diabetes mellitus due to underlying condition with diabetic dermatitis
DIAG-ICD10,E08,E08621,dm,Diabetes mellitus due to underlying condition with foot ulcer
DIAG-ICD10,E08,E08622,dm,Diabetes mellitus due to underlying condition with other skin ulcer
DIAG-ICD10,E08,E08628,dm,Diabetes mellitus due to underlying condition with other skin complications
DIAG-ICD10,E08,E08630,dm,Diabetes mellitus due to underlying condition with periodontal disease
DIAG-ICD10,E08,E08638,dm,Diabetes mellitus due to underlying condition with other oral complications
DIAG-ICD10,E08,E08641,dm,Diabetes mellitus due to underlying condition with hypoglycemia with coma
DIAG-ICD10,E08,E08649,dm,Diabetes mellitus due to underlying condition with hypoglycemia without coma
DIAG-ICD10,E08,E0865,dm,Diabetes mellitus due to underlying condition with hyperglycemia
DIAG-ICD10,E08,E0869,dm,Diabetes mellitus due to underlying condition with other specified complication
DIAG-ICD10,E08,E088,dm,Diabetes mellitus due to underlying condition with unspecified complications
DIAG-ICD10,E08,E089,dm,Diabetes mellitus due to underlying condition without complications
DIAG-ICD10,E10,E1010,dm,Type 1 diabetes mellitus with ketoacidosis without coma
DIAG-ICD10,E10,E1011,dm,Type 1 diabetes mellitus with ketoacidosis with coma
DIAG-ICD10,E10,E1021,dm,Type 1 diabetes mellitus with diabetic nephropathy
DIAG-ICD10,E10,E1022,dm,Type 1 diabetes mellitus with diabetic chronic kidney disease
DIAG-ICD10,E10,E1029,dm,Type 1 diabetes mellitus with other diabetic kidney complication
DIAG-ICD10,E10,E10311,dm,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
DIAG-ICD10,E10,E10319,dm,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema
DIAG-ICD10,E10,E103211,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10,E103212,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10,E103213,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10,E103219,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10,E103291,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10,E103292,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10,E103293,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10,E103299,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10,E103311,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10,E103312,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10,E103313,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10,E103319,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10,E103391,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10,E103392,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10,E103393,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10,E103399,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10,E103411,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10,E103412,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10,E103413,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10,E103419,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10,E103491,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10,E103492,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10,E103493,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10,E103499,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10,E103511,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10,E103512,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10,E103513,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10,E103519,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10,E103521,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
DIAG-ICD10,E10,E103522,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
DIAG-ICD10,E10,E103523,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
DIAG-ICD10,E10,E103529,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
DIAG-ICD10,E10,E103531,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
DIAG-ICD10,E10,E103532,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
DIAG-ICD10,E10,E103533,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
DIAG-ICD10,E10,E103539,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
DIAG-ICD10,E10,E103541,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
DIAG-ICD10,E10,E103542,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
DIAG-ICD10,E10,E103543,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
DIAG-ICD10,E10,E103549,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
DIAG-ICD10,E10,E103551,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
DIAG-ICD10,E10,E103552,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
DIAG-ICD10,E10,E103553,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
DIAG-ICD10,E10,E103559,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
DIAG-ICD10,E10,E103591,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10,E103592,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10,E103593,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10,E103599,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10,E1036,dm,Type 1 diabetes mellitus with diabetic cataract
DIAG-ICD10,E10,E1037X1,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
DIAG-ICD10,E10,E1037X2,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
DIAG-ICD10,E10,E1037X3,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
DIAG-ICD10,E10,E1037X9,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
DIAG-ICD10,E10,E1039,dm,Type 1 diabetes mellitus with other diabetic ophthalmic complication
DIAG-ICD10,E10,E1040,dm,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
DIAG-ICD10,E10,E1041,dm,Type 1 diabetes mellitus with diabetic mononeuropathy
DIAG-ICD10,E10,E1042,dm,Type 1 diabetes mellitus with diabetic polyneuropathy
DIAG-ICD10,E10,E1043,dm,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy
DIAG-ICD10,E10,E1044,dm,Type 1 diabetes mellitus with diabetic amyotrophy
DIAG-ICD10,E10,E1049,dm,Type 1 diabetes mellitus with other diabetic neurological complication
DIAG-ICD10,E10,E1051,dm,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
DIAG-ICD10,E10,E1052,dm,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene
DIAG-ICD10,E10,E1059,dm,Type 1 diabetes mellitus with other circulatory complications
DIAG-ICD10,E10,E10610,dm,Type 1 diabetes mellitus with diabetic neuropathic arthropathy
DIAG-ICD10,E10,E10618,dm,Type 1 diabetes mellitus with other diabetic arthropathy
DIAG-ICD10,E10,E10620,dm,Type 1 diabetes mellitus with diabetic dermatitis
DIAG-ICD10,E10,E10621,dm,Type 1 diabetes mellitus with foot ulcer
DIAG-ICD10,E10,E10622,dm,Type 1 diabetes mellitus with other skin ulcer
DIAG-ICD10,E10,E10628,dm,Type 1 diabetes mellitus with other skin complications
DIAG-ICD10,E10,E10630,dm,Type 1 diabetes mellitus with periodontal disease
DIAG-ICD10,E10,E10638,dm,Type 1 diabetes mellitus with other oral complications
DIAG-ICD10,E10,E10641,dm,Type 1 diabetes mellitus with hypoglycemia with coma
DIAG-ICD10,E10,E10649,dm,Type 1 diabetes mellitus with hypoglycemia without coma
DIAG-ICD10,E10,E1065,dm,Type 1 diabetes mellitus with hyperglycemia
DIAG-ICD10,E10,E1069,dm,Type 1 diabetes mellitus with other specified complication
DIAG-ICD10,E10,E108,dm,Type 1 diabetes mellitus with unspecified complications
DIAG-ICD10,E10,E109,dm,Type 1 diabetes mellitus without complications
DIAG-ICD10,E11,E1100,dm,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
DIAG-ICD10,E11,E1101,dm,Type 2 diabetes mellitus with hyperosmolarity with coma
DIAG-ICD10,E11,E1110,dm,Type 2 diabetes mellitus with ketoacidosis without coma
DIAG-ICD10,E11,E1111,dm,Type 2 diabetes mellitus with ketoacidosis with coma
DIAG-ICD10,E11,E1121,dm,Type 2 diabetes mellitus with diabetic nephropathy
DIAG-ICD10,E11,E1122,dm,Type 2 diabetes mellitus with diabetic chronic kidney disease
DIAG-ICD10,E11,E1129,dm,Type 2 diabetes mellitus with other diabetic kidney complication
DIAG-ICD10,E11,E11311,dm,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
DIAG-ICD10,E11,E11319,dm,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
DIAG-ICD10,E11,E113211,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E11,E113212,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E11,E113213,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E11,E113219,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E11,E113291,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E11,E113292,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E11,E113293,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E11,E113299,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E11,E113311,dm,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E11,E113312,dm,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E11,E113313,dm,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
